O,D,flow,dist
9,53,0,8.912519304889114
9,54,0,12.774252503043575
9,55,0,14.657288716984102
9,56,0,9.075686327038953
9,57,0,11.94706122317846
9,58,0,18.743676238936214
9,59,0,10.39046699536655
9,60,0,5.616143375018232
9,61,0,14.127068014377798
9,62,0,8.746237723287607
9,63,0,10.796799506100605
9,64,0,8.068742062040284
9,65,0,8.089089122545362
9,66,0,10.74060446670216
9,67,0,13.455312978852684
9,68,0,9.755617267204798
9,69,0,12.007024472106316
9,70,0,7.991381486612188
9,71,0,11.294453785044377
9,72,0,3.0419830391052995
9,73,0,7.687449641786463
9,74,0,2.714092454764239
9,75,0,6.47899593657692
9,76,0,9.716972981293363
9,77,0,10.52340561554471
9,78,0,6.66007030744239
9,79,0,12.726303965032514
9,80,0,20.749440884824637
9,81,0,8.73845480374942
9,82,0,5.5952347004395495
9,83,0,7.2463965500567395
9,84,0,4.564714767945833
9,85,0,5.923874485223512
9,86,0,13.326332538584909
9,87,0,11.989329447924183
9,88,0,3.810526407889572
9,89,0,21.28713991861403
9,90,0,18.15895330126768
9,91,0,9.89782332503165
9,92,0,8.533326706283532
9,93,0,11.417127304252503
9,94,0,2.5628700784693743
9,95,0,11.114360880236136
9,96,0,5.991479051186781
9,97,0,8.37231072221057
10,0,0,1.8240804377411872
10,1,0,9.84983200868308
10,2,0,5.590804404386102
10,3,0,11.4283382712213
10,4,0,17.75774561220969
10,5,0,21.56838380571638
10,6,0,19.305566695648068
10,7,0,15.632346804123575
10,8,0,19.89398099876759
10,9,0,13.24641443788428
10,10,0,0.0
10,11,0,4.5804478878011725
10,12,0,35.87220012850977
10,13,0,17.36883076743768
