experiment_id,lambda_per_min,od_total_5c1,weighted_mean_travel_time_min,nonzero_od_cells,car_od_total_6_2b,source_persons,source_sum_expansion_factor_6_3_3a
W01,0.075,1935235.0,17.811187191841224,71136,459793.999993,200000,459793.99999298644
