experiment_id,module,param,r01_value,new_value,changed_vs_r01,is_allowed_diff
F25,qsim,simStarttimeInterpretation,maxOfStarttimeAndEarliestActivityEnd,maxOfStarttimeAndEarliestActivityEnd,False,False
F25,qsim,snapshotStyle,queue,queue,False,False
F25,qsim,snapshotperiod,00:00:00,00:00:00,False,False
F25,qsim,startTime,undefined,undefined,False,False
F25,qsim,storageCapacityFactor,1.0,1.0,False,False
F25,qsim,stuckTime,10.0,10.0,False,False
F25,qsim,timeStepSize,00:00:01,00:00:01,False,False
F25,qsim,trafficDynamics,queue,queue,False,False
F25,qsim,useLanes,false,false,False,False
F25,qsim,usePersonIdForMissingVehicleId,false,false,False,False
F25,qsim,usingFastCapacityUpdate,true,true,False,False
F25,qsim,vehicleBehavior,teleport,teleport,False,False
F25,qsim,vehiclesSource,defaultVehicle,defaultVehicle,False,False
F25,replanning,ExternalExeConfigTemplate,null,null,False,False
F25,replanning,ExternalExeTimeOut,3600,3600,False,False
F25,replanning,ExternalExeTmpFileRootDir,null,null,False,False
F25,replanning,fractionOfIterationsToDisableInnovation,0.8,0.8,False,False
F25,replanning,maxAgentPlanMemorySize,5,5,False,False
F25,replanning,planSelectorForRemoval,WorstPlanSelector,WorstPlanSelector,False,False
F25,replanningAnnealer,activateAnnealingModule,false,false,False,False
F25,routing,accessEgressType,accessEgressModeToLink,accessEgressModeToLink,False,False
F25,routing,clearDefaultTeleportedModeParams,false,false,False,False
F25,routing,networkModes,car,car,False,False
F25,routing,networkRouteConsistencyCheck,abortOnInconsistency,abortOnInconsistency,False,False
F25,routing,routingRandomness,0.0,0.0,False,False
F25,scoring,brainExpBeta,1.0,1.0,False,False
F25,scoring,fractionOfIterationsToStartScoreMSA,null,null,False,False
F25,scoring,learningRate,0.5,0.5,False,False
F25,scoring,pathSizeLogitBeta,1.0,1.0,False,False
F25,scoring,usingOldScoringBelowZeroUtilityDuration,false,false,False,False
F25,scoring,writeExperiencedPlans,true,true,False,False
F25,scoring,writeScoreExplanations,false,false,False,False
F25,subtourModeChoice,behavior,fromSpecifiedModesToSpecifiedModes,fromSpecifiedModesToSpecifiedModes,False,False
F25,subtourModeChoice,chainBasedModes,"car,bike","car,bike",False,False
F25,subtourModeChoice,considerCarAvailability,false,false,False,False
F25,subtourModeChoice,coordDistance,0.0,0.0,False,False
F25,subtourModeChoice,modes,"car,pt,bike,walk","car,pt,bike,walk",False,False
F25,subtourModeChoice,probaForRandomSingleTripMode,0.0,0.0,False,False
F25,timeAllocationMutator,latestActivityEndTime,86400.0,86400.0,False,False
F25,timeAllocationMutator,mutateAroundInitialEndTimeOnly,false,false,False,False
F25,timeAllocationMutator,mutationAffectsDuration,true,true,False,False
F25,timeAllocationMutator,mutationRange,1800.0,1800.0,False,False
F25,timeAllocationMutator,mutationRangeStep,1.0,1.0,False,False
F25,transit,inputScheduleCRS,null,null,False,False
F25,transit,insistingOnUsingDeprecatedAttributeFiles,false,false,False,False
F25,transit,routingAlgorithmType,SwissRailRaptor,SwissRailRaptor,False,False
F25,transit,transitLinesAttributesFile,null,null,False,False
F25,transit,transitModes,pt,pt,False,False
F25,transit,transitScheduleFile,null,null,False,False
F25,transit,transitStopsAttributesFile,null,null,False,False
F25,transit,useTransit,false,false,False,False
F25,transit,usingTransitInMobsim,true,true,False,False
F25,transit,vehiclesFile,null,null,False,False
F25,transitRouter,additionalTransferTime,0.0,0.0,False,False
F25,transitRouter,directWalkFactor,1.0,1.0,False,False
F25,transitRouter,extensionRadius,200.0,200.0,False,False
F25,transitRouter,maxBeelineWalkConnectionDistance,100.0,100.0,False,False
F25,transitRouter,searchRadius,1000.0,1000.0,False,False
F25,travelTimeCalculator,analyzedModes,car,car,False,False
F25,travelTimeCalculator,calculateLinkToLinkTravelTimes,false,false,False,False
F25,travelTimeCalculator,calculateLinkTravelTimes,true,true,False,False
F25,travelTimeCalculator,filterModes,false,false,False,False
F25,travelTimeCalculator,maxTime,108000,108000,False,False
F25,travelTimeCalculator,separateModes,true,true,False,False
F25,travelTimeCalculator,travelTimeAggregator,optimistic,optimistic,False,False
F25,travelTimeCalculator,travelTimeBinSize,900.0,900.0,False,False
F25,travelTimeCalculator,travelTimeGetter,average,average,False,False
F25,vehicles,vehiclesFile,null,null,False,False
F25,vspExperimental,isAbleToOverwritePtInteractionParams,false,false,False,False
F25,vspExperimental,isGeneratingBoardingDeniedEvent,false,false,False,False
F25,vspExperimental,isUsingOpportunityCostOfTimeForLocationChoice,true,true,False,False
F25,vspExperimental,logitScaleParamForPlansRemoval,1.0,1.0,False,False
F25,vspExperimental,vspDefaultsCheckingLevel,ignore,ignore,False,False
F25,vspExperimental,writingOutputEvents,true,true,False,False
